time,sst_ersst,sst_era5
2019-01-01,27.2111,27.1307
2019-02-01,27.4875,27.3382
2019-03-01,28.1104,28.0017
2019-04-01,28.4568,28.5044
2019-05-01,28.4995,28.4926
2019-06-01,28.1894,28.335
2019-07-01,27.654,27.7282
2019-08-01,26.9101,26.799
2019-09-01,26.7645,26.3898
2019-10-01,27.2139,27.206
2019-11-01,27.2378,27.2332
2019-12-01,27.1292,27.018
2020-01-01,27.1595,26.9619
2020-02-01,27.1353,26.9977
2020-03-01,27.7768,27.6198
2020-04-01,28.1913,28.2504
2020-05-01,27.6645,27.4949
2020-06-01,27.3932,27.1299
2020-07-01,26.9973,27.0805
2020-08-01,26.272,26.3362
2020-09-01,25.8929,25.8549
2020-10-01,25.4685,25.4381
2020-11-01,25.2897,25.4642
2020-12-01,25.4529,25.5029
2021-01-01,25.5542,25.4204
2021-02-01,25.7606,25.9496
2021-03-01,26.4953,26.6671
2021-04-01,27.1067,27.2872
2021-05-01,27.4749,27.547
2021-06-01,27.4457,27.6108
2021-07-01,26.9001,27.1257
2021-08-01,26.3207,26.432
2021-09-01,26.1619,26.2413
2021-10-01,25.7734,25.6859
2021-11-01,25.7566,25.7545
2021-12-01,25.5358,25.5596
2022-01-01,25.6008,25.6792
2022-02-01,25.8686,25.9312
2022-03-01,26.3166,26.1065
2022-04-01,26.7073,26.7151
2022-05-01,26.818,26.7146
2022-06-01,26.9688,27.0174
2022-07-01,26.5869,26.6496
2022-08-01,25.8753,25.8281
2022-09-01,25.6399,25.7561
2022-10-01,25.7181,25.7769
2022-11-01,25.7931,25.6445
2022-12-01,25.7425,25.642
2023-01-01,25.835,25.8863
2023-02-01,26.3033,26.1648
2023-03-01,27.1842,27.363
2023-04-01,27.9617,27.9863
2023-05-01,28.3963,28.4666
2023-06-01,28.5638,28.582
2023-07-01,28.314,28.4002
2023-08-01,28.205,28.2253
2023-09-01,28.317,28.3131
2023-10-01,28.4381,28.3892
2023-11-01,28.7275,28.3945
2023-12-01,28.6332,28.5555
2024-01-01,28.3673,28.3345
2024-02-01,28.2855,28.2554
2024-03-01,28.4246,28.291
2024-04-01,28.6096,28.5124
2024-05-01,28.1772,28.2008
2024-06-01,27.9126,27.9603
2024-07-01,27.3496,27.4516
2024-08-01,26.747,26.8437
2024-09-01,26.4696,26.2944
2024-10-01,26.4593,26.2541
2024-11-01,26.4676,26.5489
2024-12-01,26.0159,25.8106
2025-01-01,25.8158,25.8692
2025-02-01,26.3333,26.2892
2025-03-01,27.3026,27.3815
2025-04-01,27.6854,27.7041
2025-05-01,27.8031,27.8211
2025-06-01,27.662,27.6754
2025-07-01,27.151,27.0917
2025-08-01,26.493,26.5244
2025-09-01,26.2474,26.2418
2025-10-01,26.2174,26.2212
2025-11-01,26.007,25.9883
2025-12-01,25.929,25.8573
2026-01-01,25.971,25.9236
2026-02-01,26.4934,26.4493
2026-03-01,27.2854,27.1528
2026-04-01,28.1261,28.2312
2026-05-01,28.761,28.9201
